TICKER_SYMBOL,END_DATE,REVENUE,COGS,OPERATE_PROFIT,N_INCOME
000005,2009-03-31,10602371.7,4001041.5,-4648729.8,3802025.88
000005,2009-06-30,19003356.93,9508091.44,-10735955.96,-2164648.78
000005,2009-09-30,34268768.3,23639068.04,-20445504.03,-11721761.19
000005,2009-12-31,43192476.48,34759285.4,-81190360.03,-48919528.98
000005,2010-03-31,11082823.98,5945489.65,-6893419.47,-6893419.47
000005,2010-06-30,22641936.63,13541336.14,-15975547.69,-16008152.55
000005,2010-09-30,34220542.84,24308004.3,-25097393.58,-26524804.13
000005,2010-12-31,137234232.85,77821055.07,-10606219.67,-4426387.1
000005,2011-03-31,10008865.96,5369354.33,-6291033.08,-6291033.08
000005,2011-06-30,29109834.88,21463409.25,-19896426.12,27123363.32
000005,2011-09-30,43028934.43,38218433.44,-33407932.45,13656651.93
000005,2011-12-31,63534839.01,60446116.74,-66233064.1,11414651.25
000005,2012-03-31,12774857.7,8858619.97,-12241064.42,-12225578.78
000005,2012-06-30,29715656.64,27473265.75,-29410344.46,-29258188.88
000005,2012-09-30,46160382.85,43694138.31,-41498323.09,-13387604.4
000005,2012-12-31,99421227.75,64130541.33,-4649623.73,22021617.89
000005,2013-03-31,12969461.68,9506615.41,-9235389.53,-9235389.53
000005,2013-06-30,22084734.19,21257343.69,-22536506.75,-22456860.14
000005,2013-09-30,32025624.11,28939615.81,-29094799.32,-29000088.9
000005,2013-12-31,52061702.69,38863755.08,-44717841.08,-42344755.22
000005,2014-03-31,12181520.91,9985068.18,-8682208.39,-8682228.39
000005,2014-06-30,23856492.74,19829358.22,-25277385.05,-25219942.17
000005,2014-09-30,35845232.95,27344353.81,-31755597.22,-31948217.35
000005,2014-12-31,52776994.29,38927218.58,53515574.98,43163944.16
000005,2015-03-31,13485334.94,9474949.91,-8031769.8,-8066504.98
000005,2015-06-30,36285339.2,25426694.11,-23428015.29,-23188508.26
000005,2015-09-30,45757165.44,34198714.66,-30252619.8,-29836022.32
000005,2015-12-31,84125970.69,57608246.98,-59377412.59,-54031716.5
000005,2016-03-31,43421543.62,21822309.43,-7062394.29,-6420800.8
000005,2016-06-30,189952624.19,130681922.24,135304892.25,131363454.37
000005,2016-09-30,350496893.11,249050623.43,149747109.45,141884379.83
000005,2016-12-31,481863433.31,336523034.6,128915638.65,116962419.87
000005,2017-03-31,71449798.44,47109121.46,-14721896.82,-9706812.75
000005,2017-06-30,203598763.15,141578606.45,-14929431.4,-15057983.06
000005,2017-09-30,314227161.81,220390406.43,-9649305.01,-11073937.2
000005,2017-12-31,530922230.53,346440220.63,55770681.54,22935991.94
000005,2018-03-31,152150698.33,93799819.38,16194701.67,15951538.55
000006,2008-03-31,703519725.21,223165402.37,280092843.12,229510111.53
000006,2008-06-30,810784026.87,264495370.31,287139087.64,234937808.06
000006,2008-09-30,883904860.31,295828923.47,286361984.76,234551331.1
000006,2008-12-31,1021744569.06,325496782.0,159197461.82,150211068.91
000006,2009-03-31,192659884.23,91032839.71,72520913.27,61841032.25
000006,2009-06-30,479000447.49,221922620.73,121353904.34,108327324.99
000006,2009-09-30,625117965.16,278850551.14,159002279.0,173643566.87
000006,2009-12-31,1849235813.72,1129122135.4,356045581.21,335222969.08
000006,2010-03-31,287644602.2,203937524.51,44738396.0,37846139.51
000006,2010-06-30,779319840.61,484230526.23,121975514.12,98556521.87
000006,2010-09-30,1075492236.72,657650487.04,163880643.48,130722104.2
000006,2010-12-31,2338734540.68,1412349581.49,635683205.88,496465075.46
000006,2011-03-31,499790091.66,269508520.24,71303737.72,53790086.51
000006,2011-06-30,1068706405.04,587870783.17,188960908.5,133400041.01
000006,2011-09-30,1717990635.87,861267368.62,359955131.44,276391715.92
000006,2011-12-31,2589275275.03,1233176731.62,563574868.87,434117007.89
000006,2012-03-31,457431188.88,254741022.93,118775023.84,84372375.93
000006,2012-06-30,1513707196.97,883778201.74,385043940.15,269829134.9
000006,2012-09-30,2027707252.55,1217456208.39,483764491.45,348124660.03
000006,2012-12-31,3076245082.95,1717730637.68,843111778.55,629565379.96
000006,2013-03-31,302177502.34,176262384.37,83075841.65,62234995.4
000006,2013-06-30,1170522469.81,638642868.94,354336261.72,271324775.51
000006,2013-09-30,1614383192.89,879364116.37,472190903.23,360670597.21
000006,2013-12-31,4610855024.2,3079435566.01,923820307.27,698009106.0
000006,2014-03-31,262919739.06,170091989.26,27988386.65,30196417.5
000006,2014-06-30,491488388.68,297582908.03,50741156.11,48681205.32
000006,2014-09-30,649854441.03,379300057.79,300027522.46,238386906.08
000006,2014-12-31,2328729592.72,1477457378.12,671279811.48,512453559.51
000006,2015-03-31,1389232679.27,927199028.01,281384211.02,210517130.38
000006,2015-06-30,2022614399.84,1340261513.64,362617662.38,268380231.13
000006,2015-09-30,2305455591.85,1482966023.36,388065035.76,287596830.69
000006,2015-12-31,3654309497.23,2388342883.37,592102817.31,438785915.09
000006,2016-03-31,382487016.97,212991524.56,58370449.31,49930386.48
000006,2016-06-30,868689205.8,498818330.27,140948210.43,106029659.44
000006,2016-09-30,1145705667.59,672064512.63,161896222.63,119772699.77
000006,2016-12-31,3358826445.85,2380532052.71,910717401.09,803876525.51
000006,2017-03-31,1167907487.84,902908113.63,152665818.82,112595341.17
000006,2017-06-30,1869597910.47,1342503277.28,358125067.81,263304766.46
000006,2017-09-30,2319260982.03,1612449511.45,470112724.91,353606594.93
000006,2017-12-31,2959450243.71,2080065386.56,961839383.04,820482505.6
000006,2018-03-31,485058860.26,373664915.06,298398118.92,286468996.25
000009,2008-03-31,502433336.29,317587758.79,99008384.03,86678554.8
000009,2008-06-30,1222561962.02,751551222.53,186144877.55,159224663.77
000009,2008-09-30,1952183004.49,1209897698.18,290562934.28,221515568.16
000009,2008-12-31,2892235677.33,1828416947.73,359046383.69,271544919.23
000009,2009-03-31,871387897.36,610092232.14,134513526.56,110495061.68
000009,2009-06-30,1759557392.36,1195098303.57,281494211.96,239810780.3
000009,2009-09-30,2297152580.17,1530049098.55,367191347.51,321775708.91
000009,2009-12-31,3269389382.12,2152099799.17,499256895.6,408594409.42
000009,2010-03-31,879085530.33,516655707.85,167007970.2,122089751.37
000009,2010-06-30,1625919185.66,922456500.54,337631395.14,263297718.6
000009,2010-09-30,2175829561.62,1279099819.86,438011682.66,348923323.28
000009,2010-12-31,3216777166.92,1982299830.43,523905440.33,441594065.86
000009,2011-03-31,659434088.75,395502670.12,174611817.1,149253051.42
000009,2011-06-30,1817697976.22,1113039147.86,366734983.74,292651845.4
000009,2011-09-30,2454725871.95,1487647014.64,422582920.3,346048152.71
000009,2011-12-31,4065255660.43,2577988097.1,490650843.29,380435408.28
000009,2012-03-31,738574188.59,446749240.77,96723803.39,77663003.49
000009,2012-06-30,2095996655.17,1337036721.14,203953232.32,150224989.53
000009,2012-09-30,2923502723.32,1863523949.64,235436829.74,183749802.3
000009,2012-12-31,4024590406.58,2599368895.01,377650101.99,307301126.67
000009,2013-03-31,984443732.5,612147794.72,104704695.43,81881371.59
000009,2013-06-30,1985552015.09,1216684663.08,167560067.22,130684772.88
000009,2013-09-30,2856706771.03,1800126377.45,512914208.15,452337627.64
000009,2013-12-31,4155024013.8,2668207086.1,473357073.47,444151234.17
000009,2014-03-31,784374239.22,515225472.63,137388604.62,122345861.01
000009,2014-06-30,1814000027.15,1165672573.89,339885683.97,317700108.59
000009,2014-09-30,2661760998.1,1706463596.28,418646009.21,393668469.02
000009,2014-12-31,4311476903.5,2927186352.95,546882994.48,472548632.6
000009,2015-03-31,903315994.17,594582908.31,116912087.23,105690559.42
000009,2015-06-30,1994821805.0,1288553189.64,221381618.48,228843314.52
000009,2015-09-30,3131249657.95,2062965239.47,1040961625.29,839308314.6
000009,2015-12-31,4865351411.77,3238027168.5,1099818977.22,927382331.65
000009,2016-03-31,1379832178.52,894246839.73,111166235.06,107649100.69
000009,2016-06-30,2794445066.4,1862111443.32,197410355.73,201190817.08
000009,2016-09-30,4189033618.77,2829723205.85,401682863.12,366426435.46
000009,2016-12-31,6411749425.42,4445689645.7,451131117.21,419482105.08
000009,2017-03-31,1266637689.29,846291155.02,87666529.67,88168607.14
000009,2017-06-30,2939175274.87,1916604459.37,223033537.2,218212647.7
000009,2017-09-30,4873115455.34,3188548214.17,419148832.59,370590687.3
000009,2017-12-31,7023511217.26,4655527901.97,357274816.9,323247414.69
000009,2018-03-31,2020831898.66,1227391747.48,99300944.57,79193032.12
000010,2008-03-31,18176265.98,8566181.91,1614049.64,1140901.71
000010,2008-06-30,45237452.47,24515384.22,-889706.96,1056408.98
000010,2008-09-30,73425084.69,42083358.84,11764375.32,13878436.13
000010,2008-12-31,120215888.97,73490000.4,20585892.66,18345826.75
000010,2009-03-31,24224629.92,15604771.07,2759817.57,2622985.98
000010,2009-06-30,67996909.72,41686151.25,9427330.89,8884847.65
000010,2009-09-30,99829441.19,61982476.79,11402728.26,10555612.95
000010,2009-12-31,146852497.64,98369540.7,10898715.47,9630354.3
000010,2010-03-31,21488533.51,12602786.08,-1569737.89,-1142000.73
000010,2010-06-30,51486817.2,32869561.02,-3047295.17,-3039272.29
000010,2010-09-30,76379632.03,47214239.74,313203.53,357226.9
000010,2010-12-31,151867806.29,97880447.33,4001422.46,3832468.48
000010,2011-03-31,11898894.24,6617804.9,-4878013.94,-4966039.56
000010,2011-06-30,31383660.09,19285876.95,-6406857.8,-6905177.03
000010,2011-09-30,79951750.95,49478999.3,1558700.44,1789181.3
000010,2011-12-31,184058441.12,118438379.16,5979396.35,8365444.07
000010,2012-03-31,17418292.48,9615175.34,-3702672.17,-4020017.77
000010,2012-06-30,45250940.01,27321860.68,-4236802.14,-4649039.25
000010,2012-09-30,70912364.71,44760178.84,-9068985.61,-9778290.57
000010,2012-12-31,188168272.25,123655874.29,3288571.06,3593386.51
000010,2013-03-31,63919641.12,39965866.72,1820114.53,-316533.14
000010,2013-06-30,139088793.59,93523357.74,719691.69,4160857.55
000010,2013-09-30,211498888.34,142726009.91,1735839.82,3714969.84
000010,2013-12-31,362384421.77,251290229.75,11816912.62,3810759.8
000010,2014-03-31,39387420.0,32374211.4,-5950422.19,-6277346.75
000010,2014-06-30,107139493.99,86320037.97,-6127237.88,-7199268.54
000010,2014-09-30,130975771.74,102160941.64,-13161603.51,-14149355.94
000010,2014-12-31,230299675.35,189319056.58,-51507526.74,-75318345.8
000010,2015-03-31,152944871.77,128999597.3,1638176.05,-2582574.01
000010,2015-06-30,406067268.56,347334098.85,10898914.74,943912.1
000010,2015-09-30,547842794.67,463112718.39,13127617.21,1998049.66
000010,2015-12-31,957379300.71,757157903.09,25664966.69,32447064.91
000010,2016-03-31,121254638.15,88704612.89,-36366537.24,-33163794.97
000010,2016-06-30,560878292.08,404178511.25,42423008.16,25782153.1
000010,2016-09-30,708031859.8,508085253.75,42619602.67,21208658.43
000010,2016-12-31,1053529409.92,763265747.19,70220993.69,38935297.02
000010,2017-03-31,105001149.0,81483088.15,-29217130.09,-25661183.72
000010,2017-06-30,273395408.2,202550728.12,-51346433.91,-46079064.82
000010,2017-09-30,639998758.73,450111798.55,28774722.33,11966430.25
000010,2017-12-31,757885725.53,719481054.51,-1053917896.87,-1062479034.73
000010,2018-03-31,80987934.76,73571352.71,-46913246.38,-46917605.82
000011,2008-03-31,69197447.08,44955436.9,-2761556.21,-5031278.25
000011,2008-06-30,136455256.05,94294488.92,-20035240.3,-3120802.16
000011,2008-09-30,200092541.04,139933890.54,-32105614.22,-12794987.83
000011,2008-12-31,623465139.63,339569377.34,41193198.72,9833936.59
000011,2009-03-31,131156469.72,73047028.27,22585669.71,18477765.64
000011,2009-06-30,536738584.88,251443084.02,134711728.4,106297227.83
000011,2009-09-30,758785069.84,355041716.72,197153098.54,160281578.11
000011,2009-12-31,845366939.69,431856954.6,130921541.68,96934287.02
000011,2010-03-31,83097068.04,56831611.01,578161.13,2839794.18
000011,2010-06-30,697428583.67,484094910.86,146552962.57,126752423.52
000011,2010-09-30,835716532.43,576782431.01,158715609.3,135254986.97
000011,2010-12-31,993175350.38,673496987.55,194879101.67,174998534.79
000011,2011-03-31,977257810.34,266881637.62,376435452.68,284605173.95
000011,2011-06-30,1155786058.07,368383008.24,398072511.56,301444084.1
000011,2011-09-30,1291820059.77,450139868.44,404357749.78,306477330.11
000011,2011-12-31,1430211933.75,568646701.95,344094956.18,260045897.13
000011,2012-03-31,122683018.94,83328784.36,5960350.76,5460610.06
000011,2012-06-30,624520270.29,392039759.24,126321889.5,98086307.99
000011,2012-09-30,1041304227.34,556100440.83,226298215.52,174644758.87
000011,2012-12-31,1861298830.99,841932253.07,485398217.53,374822152.41
000011,2013-03-31,876432175.84,349454161.89,312522985.85,236360598.97
000011,2013-06-30,1348194107.29,553178605.8,459097602.74,353600992.81
000011,2013-09-30,1481738491.87,635617538.27,463134843.06,356260816.78
000011,2013-12-31,1619227227.6,744847455.76,423586268.67,300840563.81
000011,2014-03-31,194462902.01,99128200.24,37243086.06,27725441.51
000011,2014-06-30,501367559.78,230835231.01,144029684.7,112074537.49
000011,2014-09-30,812558050.45,381853260.32,413503762.77,323125436.68
000011,2014-12-31,1268451451.86,520485126.2,574747513.98,417498679.91
000011,2015-03-31,135271193.34,96780815.07,1979627.71,356364.92
000011,2015-06-30,338761310.39,199054160.59,43061675.48,31162831.74
000011,2015-09-30,636050308.12,407079845.48,63777896.95,46455800.37
000011,2015-12-31,1077418500.93,648572894.1,47649314.57,156819966.71
000011,2016-03-31,196079291.87,152504124.12,-200032.72,577026.01
000011,2016-06-30,372057479.96,295007821.86,-3421102.04,-5248704.63
000011,2016-09-30,529718717.13,425159240.17,-6828530.21,-7202485.59
000011,2016-12-31,2059204077.18,872534223.43,494699431.49,354857241.74
000011,2017-03-31,1038683462.42,262456401.41,401207167.82,301597814.36
000011,2017-06-30,1317146732.43,498581168.93,473274677.36,364355770.43
000011,2017-09-30,2652727809.6,1420061473.1,752350981.91,576166646.75
000011,2017-12-31,2904690690.53,1627867905.64,832705476.1,622962734.37
000011,2018-03-31,544366414.09,465535043.55,70859017.17,53456824.88
000012,2008-03-31,977195129.0,659316598.0,246521833.0,226019311.0
000012,2008-06-30,2131777092.0,1442974922.0,492616293.0,459690780.0
000012,2008-09-30,3274186451.0,2247861748.0,642390541.0,613800070.0
000012,2008-12-31,4273375853.0,2994468398.0,465506129.0,500231812.0
000012,2009-03-31,869353956.0,638540611.0,70494741.0,69448714.0
000012,2009-06-30,2065547379.0,1419088769.0,298102608.0,288976362.0
000012,2009-09-30,3547329604.0,2345420473.0,664550807.0,630055992.0
000012,2009-12-31,5279100133.0,3435574687.0,1072791061.0,914609491.0
000012,2010-03-31,1556783199.0,992931608.0,378815098.0,332714626.0
000012,2010-06-30,3405068004.0,2205963565.0,801975031.0,701678616.0
000012,2010-09-30,5478698571.0,3549997367.0,1316924242.0,1144782522.0
000012,2010-12-31,7743941694.0,4943639993.0,1833110220.0,1596958348.0
000012,2011-03-31,2095159077.0,1335994033.0,516018257.0,450734031.0
000012,2011-06-30,4438534102.0,2876324402.0,1066991954.0,918787433.0
000012,2011-09-30,6506284578.0,4322413812.0,1426874501.0,1231968418.0
000012,2011-12-31,8270731730.0,5664562540.0,1501575318.0,1337516285.0
000012,2012-03-31,1523060818.0,1230892680.0,112543527.0,143684132.0
000012,2012-06-30,3345250485.0,2638127535.0,270973574.0,294008045.0
000012,2012-09-30,5293059949.0,4098220248.0,479355432.0,478856414.0
000012,2012-12-31,6994358029.0,5355802923.0,346468365.0,369806756.0
000012,2013-03-31,1456792882.0,1050719953.0,150956891.0,129692741.0
000012,2013-06-30,3536965783.0,2514678053.0,485662350.0,411830510.0
000012,2013-09-30,5651645278.0,3985245701.0,838995578.0,728650042.0
000012,2013-12-31,7733796114.0,5501300657.0,1870607636.0,1675314397.0
000012,2014-03-31,1482894670.0,1101922703.0,145096804.0,133187083.0
000012,2014-06-30,3262681672.0,2438593004.0,622510836.0,617196948.0
000012,2014-09-30,5148947434.0,3855756514.0,791902989.0,780126104.0
000012,2014-12-31,7044502645.0,5323219390.0,813964641.0,857464732.0
000012,2015-03-31,1539206800.0,1219078366.0,72117791.0,89811307.0
000012,2015-06-30,3323039502.0,2646020710.0,150992628.0,220596420.0
000012,2015-09-30,5377129947.0,4275331059.0,340129381.0,408952566.0
000012,2015-12-31,7430889111.0,5824792630.0,616930420.0,639832667.0
000012,2016-03-31,1949421848.0,1436818441.0,217401231.0,204835467.0
000012,2016-06-30,4228165642.0,3076818503.0,493767750.0,465301322.0
000012,2016-09-30,6522141590.0,4730036597.0,759367082.0,718660205.0
000012,2016-12-31,8974083407.0,6562214373.0,863174896.0,804226524.0
000012,2017-03-31,2284820940.0,1743968864.0,183099758.0,176240910.0
000012,2017-06-30,4944337861.0,3737514462.0,465370065.0,400214048.0
000012,2017-09-30,7790908397.0,5829092727.0,799550212.0,721822345.0
000012,2017-12-31,10879400746.0,8216358372.0,980696575.0,828636035.0
000012,2018-03-31,2629471994.0,1983212565.0,186237806.0,159024516.0
000014,2008-03-31,8033313.16,3781212.51,-12733097.75,-12732729.11
000014,2008-06-30,20972217.08,11030714.67,-26003314.46,-26791563.22
000014,2008-09-30,26961455.23,14514553.7,-45432367.97,-45584596.93
000014,2008-12-31,312132092.2,121041249.69,61026979.7,43649562.04
000014,2009-03-31,53385849.97,27359478.35,-3256715.97,-3699249.64
000014,2009-06-30,323614033.67,168365445.68,41674121.57,31320336.01
000014,2009-09-30,470992766.87,221898125.0,90282100.39,69188193.37
000014,2009-12-31,693897549.17,345694583.12,101492273.53,79400609.62
000014,2010-03-31,324264617.68,145643243.68,90440672.12,69281680.9
000014,2010-06-30,405060564.94,191593125.47,90296975.47,68382958.79
000014,2010-09-30,429559111.03,207576379.67,71426960.05,52400814.4
000014,2010-12-31,735195751.46,427503205.96,98399364.82,77617075.01
000014,2011-03-31,48554201.49,24959351.0,-2802443.36,-6894722.5
000014,2011-06-30,177284023.32,99722243.45,18553102.33,10914797.9
000014,2011-09-30,228800599.69,114986253.95,29930618.8,22740187.87
000014,2011-12-31,399837689.4,182431790.69,74814282.08,62616367.69
000014,2012-03-31,44621802.0,15356476.28,144793.31,-971588.62
000014,2012-06-30,81354252.0,31883266.1,-7630775.77,-8598711.13
000014,2012-09-30,117196093.99,47785505.26,-14800386.47,-15438724.22
000014,2012-12-31,421309533.93,229714587.12,41679673.29,33175060.06
000014,2013-03-31,143882123.88,100273039.8,5016740.05,613344.18
000014,2013-06-30,249893025.99,165274738.51,8316449.46,-3519817.32
000014,2013-09-30,364712728.86,237087214.35,10651939.25,-6131482.63
000014,2013-12-31,563950315.71,337711070.24,47648816.76,35207822.82
000014,2014-03-31,86883298.47,21678949.72,29504256.38,29170778.15
000014,2014-06-30,192185388.44,75669749.0,40814875.15,29610651.39
000014,2014-09-30,262546943.97,120374453.56,25126250.79,18024318.01
000014,2014-12-31,511815321.4,240844899.41,84576010.14,62783265.02
000014,2015-03-31,36319283.18,21891225.52,-7825044.32,585063.47
000014,2015-06-30,184035355.36,128388413.34,-5222667.15,15478379.9
000014,2015-09-30,224558590.41,153570622.75,-16830789.17,-573848.34
000014,2015-12-31,413213720.92,237187952.66,51889412.13,53410757.37
000014,2016-03-31,32351799.8,23443971.42,-11559149.62,-4838973.91
000014,2016-06-30,122517432.24,98184449.25,-23071004.65,-10361687.31
000014,2016-09-30,171840423.63,140313316.05,-36675563.09,-18076850.08
000014,2016-12-31,620757228.92,490984758.46,22875871.73,29112707.54
000014,2017-03-31,97039586.71,84829970.67,-8445086.73,-3387241.85
000014,2017-06-30,302300164.48,257363634.99,-2855031.07,4269151.9
000014,2017-09-30,428409333.98,362018496.56,-5260313.29,5772978.1
000014,2017-12-31,513141023.37,414004454.48,-309596.68,10988209.58
000014,2018-03-31,67735965.8,50853083.81,-1876492.08,3195193.94
000017,2008-03-31,47875185.83,46728919.74,-4717593.59,3760110.01
000017,2008-06-30,111109918.15,107134404.03,-11846915.08,-4286665.48
000017,2008-09-30,212266079.84,203635797.52,12524126.24,20483216.14
000017,2008-12-31,274202840.48,262279584.11,-71709140.99,-44489780.0
000017,2009-03-31,52824020.96,50626053.58,-29558962.07,-29522267.28
000017,2009-06-30,112494583.85,106593086.7,-56735729.52,-56402631.25
000017,2009-09-30,198415641.9,188479330.42,-83763864.85,-74008928.79
000017,2009-12-31,260908108.82,248699643.75,-117738892.27,-106160775.9
000017,2010-03-31,49006540.55,46681090.46,-28905319.28,-28845174.18
000017,2010-06-30,120622786.14,114045625.35,-52431969.81,-51663487.04
000017,2010-09-30,220304009.08,207129215.71,-65226233.32,-61395650.44
000017,2010-12-31,299027279.43,280127985.48,-75353838.0,64477414.44
000017,2011-03-31,55263134.64,51568797.11,-12246139.53,-12150753.18
000017,2011-06-30,136537595.25,126708502.29,-21589373.9,26213055.39
000017,2011-09-30,231123003.96,214702620.88,-25807506.72,21882997.47
000017,2011-12-31,321043570.34,297448254.06,-24930672.81,39720901.46
000017,2012-03-31,41879893.15,36725622.06,-15768650.1,-15778280.1
000017,2012-06-30,113186086.2,101210241.57,-33356313.42,-33298056.19
000017,2012-09-30,198705238.09,178651546.25,-48166223.49,-48148041.5
000017,2012-12-31,292827026.55,264281195.19,-55201230.3,-52126619.65
000017,2013-03-31,39478142.34,33710828.17,-26591708.65,-26597299.65
000017,2013-06-30,104903520.59,92139173.51,-29322042.16,-29280987.16
000017,2013-09-30,200227908.32,177651548.02,-26994572.56,-26958878.98
000017,2013-12-31,271111736.07,243225629.45,7798389.34,1575858760.02
000017,2014-03-31,26457065.59,25333137.63,-1328406.57,433872.32
000017,2014-06-30,85666634.4,80326800.62,-1728551.24,2361066.88
000017,2014-09-30,161951441.78,150360289.0,-2447211.19,4104297.9
000017,2014-12-31,212070585.77,198964665.65,-6727454.97,5782999.18
000017,2015-03-31,22326412.71,20695316.29,501286.09,395417.51
000017,2015-06-30,76536800.68,69992522.11,788437.65,592576.86
000017,2015-09-30,139328236.82,128914415.77,1014676.17,791365.58
000017,2015-12-31,170990030.1,159399271.88,-380520.72,-105928.77
000017,2016-03-31,21999259.18,20231383.0,118513.61,212639.77
000017,2016-06-30,65774013.33,60321233.37,374245.97,518931.58
000017,2016-09-30,119949590.9,108398018.87,3362745.5,2908599.64
000017,2016-12-31,141970520.8,126243374.59,4213917.39,3891579.73
000017,2017-03-31,23303201.13,20669393.5,365068.55,358045.98
000017,2017-06-30,48929676.27,45686272.83,-2407346.98,-2127265.81
000017,2017-09-30,95516858.66,88806188.47,-2001627.98,-1612794.67
000017,2017-12-31,137490597.69,124027332.26,1813317.84,1579159.47
000017,2018-03-31,24732886.83,22815921.16,235561.77,203628.16
000018,2008-03-31,14340683.0,12208985.0,-2173453.0,-2327017.0
000018,2008-06-30,30760857.0,29929555.0,-4418876.0,-4452871.0
000018,2008-09-30,39462608.0,35595169.0,-9751527.0,-9820198.0
000018,2008-12-31,46881258.0,41341329.0,-26089064.0,-26057341.0
000018,2009-03-31,6445026.0,4404659.0,-1848453.0,-1846334.0
000018,2009-06-30,12487503.0,11614318.0,-1376856.0,-1358103.0
000018,2009-09-30,20176605.0,20238958.0,-469091.0,-431591.0
000018,2009-12-31,27517759.0,22624986.0,11905069.0,11713331.0
000018,2010-03-31,1924354.0,1625230.0,-3543478.0,-3543538.0
000018,2010-06-30,5280588.0,2360424.0,5365210.0,5364951.0
000018,2010-09-30,7521544.0,3188566.0,6296885.0,6296025.0
000018,2010-12-31,9351110.0,4323089.0,2328181.0,2370935.0
000018,2011-03-31,3169625.0,1761091.0,-4165220.0,-4156754.0
000018,2011-06-30,5528810.0,2331440.0,-8268334.0,-8261438.0
000018,2011-09-30,7992076.0,3547980.0,-12329302.0,-12322473.0
000018,2011-12-31,9850484.0,4269140.0,-17466634.0,-17423512.0
000018,2012-03-31,2500956.0,1087742.0,-238285.0,-233111.0
000018,2012-06-30,5019787.0,2199834.0,-1234684.0,-4187136.0
000018,2012-09-30,7273861.0,2871722.0,-3196941.0,-6150254.0
000018,2012-12-31,11095669.0,5413356.0,264217.0,-247331.0
000018,2013-03-31,2430392.0,948594.0,-2645703.0,-2662785.0
000018,2013-06-30,4990626.0,2073313.0,-1708492.0,-4123606.0
000018,2013-09-30,7580884.0,2636266.0,-2237596.0,-531410.0
