TICKER_SYMBOL,END_DATE,COGS,OPERATE_PROFIT,N_INCOME,REVENUE
5,2017-12-31,346440220.63,55770681.54,22935991.94,530922230.53
5,2018-03-31,93799819.38,16194701.67,15951538.55,152150698.33
6,2008-03-31,223165402.37,280092843.12,229510111.53,703519725.21
6,2008-06-30,264495370.31,287139087.64,234937808.06,810784026.87
6,2008-09-30,295828923.47,286361984.76,234551331.1,883904860.31
6,2008-12-31,325496782,159197461.82,150211068.91,1021744569.06
6,2009-03-31,91032839.71,72520913.27,61841032.25,192659884.23
6,2009-06-30,221922620.73,121353904.34,108327324.99,479000447.49
6,2009-09-30,278850551.14,159002279,173643566.87,625117965.16
6,2009-12-31,1129122135.4,356045581.21,335222969.08,1849235813.72
6,2010-03-31,203937524.51,44738396,37846139.51,287644602.2
6,2010-06-30,484230526.23,121975514.12,98556521.87,779319840.61
6,2010-09-30,657650487.04,163880643.48,130722104.2,1075492236.72
6,2010-12-31,1412349581.49,635683205.88,496465075.46,2338734540.68
6,2011-03-31,269508520.24,71303737.72,53790086.51,499790091.66
6,2011-06-30,587870783.17,188960908.5,133400041.01,1068706405.04
6,2011-09-30,861267368.62,359955131.44,276391715.92,1717990635.87
6,2011-12-31,1233176731.62,563574868.87,434117007.89,2589275275.03
6,2012-03-31,254741022.93,118775023.84,84372375.93,457431188.88
6,2012-06-30,883778201.74,385043940.15,269829134.9,1513707196.97
6,2012-09-30,1217456208.39,483764491.45,348124660.03,2027707252.55
6,2012-12-31,1717730637.68,843111778.55,629565379.96,3076245082.95
6,2013-03-31,176262384.37,83075841.65,62234995.4,302177502.34
6,2013-06-30,638642868.94,354336261.72,271324775.51,1170522469.81
6,2013-09-30,879364116.37,472190903.23,360670597.21,1614383192.89
6,2013-12-31,3079435566.01,923820307.27,698009106,4610855024.2
6,2014-03-31,170091989.26,27988386.65,30196417.5,262919739.06
6,2014-06-30,297582908.03,50741156.11,48681205.32,491488388.68
6,2014-09-30,379300057.79,300027522.46,238386906.08,649854441.03
6,2014-12-31,1477457378.12,671279811.48,512453559.51,2328729592.72
6,2015-03-31,927199028.01,281384211.02,210517130.38,1389232679.27
6,2015-06-30,1340261513.64,362617662.38,268380231.13,2022614399.84
6,2015-09-30,1482966023.36,388065035.76,287596830.69,2305455591.85
6,2015-12-31,2388342883.37,592102817.31,438785915.09,3654309497.23
6,2016-03-31,212991524.56,58370449.31,49930386.48,382487016.97
6,2016-06-30,498818330.27,140948210.43,106029659.44,868689205.8
6,2016-09-30,672064512.63,161896222.63,119772699.77,1145705667.59
6,2016-12-31,2380532052.71,910717401.09,803876525.51,3358826445.85
6,2017-03-31,902908113.63,152665818.82,112595341.17,1167907487.84
6,2017-06-30,1342503277.28,358125067.81,263304766.46,1869597910.47
6,2017-09-30,1612449511.45,470112724.91,353606594.93,2319260982.03
6,2017-12-31,2080065386.56,961839383.04,820482505.6,2959450243.71
6,2018-03-31,373664915.06,298398118.92,286468996.25,485058860.26
9,2008-03-31,317587758.79,99008384.03,86678554.8,502433336.29
9,2008-06-30,751551222.53,186144877.55,159224663.77,1222561962.02
9,2008-09-30,1209897698.18,290562934.28,221515568.16,1952183004.49
9,2008-12-31,1828416947.73,359046383.69,271544919.23,2892235677.33
9,2009-03-31,610092232.14,134513526.56,110495061.68,871387897.36
9,2009-06-30,1195098303.57,281494211.96,239810780.3,1759557392.36
9,2009-09-30,1530049098.55,367191347.51,321775708.91,2297152580.17
9,2009-12-31,2152099799.17,499256895.6,408594409.42,3269389382.12
9,2010-03-31,516655707.85,167007970.2,122089751.37,879085530.33
9,2010-06-30,922456500.54,337631395.14,263297718.6,1625919185.66
9,2010-09-30,1279099819.86,438011682.66,348923323.28,2175829561.62
9,2010-12-31,1982299830.43,523905440.33,441594065.86,3216777166.92
9,2011-03-31,395502670.12,174611817.1,149253051.42,659434088.75
9,2011-06-30,1113039147.86,366734983.74,292651845.4,1817697976.22
9,2011-09-30,1487647014.64,422582920.3,346048152.71,2454725871.95
9,2011-12-31,2577988097.1,490650843.29,380435408.28,4065255660.43
9,2012-03-31,446749240.77,96723803.39,77663003.49,738574188.59
9,2012-06-30,1337036721.14,203953232.32,150224989.53,2095996655.17
9,2012-09-30,1863523949.64,235436829.74,183749802.3,2923502723.32
9,2012-12-31,2599368895.01,377650101.99,307301126.67,4024590406.58
9,2013-03-31,612147794.72,104704695.43,81881371.59,984443732.5
9,2013-06-30,1216684663.08,167560067.22,130684772.88,1985552015.09
9,2013-09-30,1800126377.45,512914208.15,452337627.64,2856706771.03
9,2013-12-31,2668207086.1,473357073.47,444151234.17,4155024013.8
9,2014-03-31,515225472.63,137388604.62,122345861.01,784374239.22
9,2014-06-30,1165672573.89,339885683.97,317700108.59,1814000027.15
9,2014-09-30,1706463596.28,418646009.21,393668469.02,2661760998.1
9,2014-12-31,2927186352.95,546882994.48,472548632.6,4311476903.5
9,2015-03-31,594582908.31,116912087.23,105690559.42,903315994.17
9,2015-06-30,1288553189.64,221381618.48,228843314.52,1994821805
9,2015-09-30,2062965239.47,1040961625.29,839308314.6,3131249657.95
9,2015-12-31,3238027168.5,1099818977.22,927382331.65,4865351411.77
9,2016-03-31,894246839.73,111166235.06,107649100.69,1379832178.52
9,2016-06-30,1862111443.32,197410355.73,201190817.08,2794445066.4
9,2016-09-30,2829723205.85,401682863.12,366426435.46,4189033618.77
9,2016-12-31,4445689645.7,451131117.21,419482105.08,6411749425.42
9,2017-03-31,846291155.02,87666529.67,88168607.14,1266637689.29
9,2017-06-30,1916604459.37,223033537.2,218212647.7,2939175274.87
9,2017-09-30,3188548214.17,419148832.59,370590687.3,4873115455.34
9,2017-12-31,4655527901.97,357274816.9,323247414.69,7023511217.26
9,2018-03-31,1227391747.48,99300944.57,79193032.12,2020831898.66
10,2008-03-31,8566181.91,1614049.64,1140901.71,18176265.98
10,2008-06-30,24515384.22,-889706.96,1056408.98,45237452.47
10,2008-09-30,42083358.84,11764375.32,13878436.13,73425084.69
10,2008-12-31,73490000.4,20585892.66,18345826.75,120215888.97
10,2009-03-31,15604771.07,2759817.57,2622985.98,24224629.92
10,2009-06-30,41686151.25,9427330.89,8884847.65,67996909.72
10,2009-09-30,61982476.79,11402728.26,10555612.95,99829441.19
10,2009-12-31,98369540.7,10898715.47,9630354.3,146852497.64
10,2010-03-31,12602786.08,-1569737.89,-1142000.73,21488533.51
10,2010-06-30,32869561.02,-3047295.17,-3039272.29,51486817.2
10,2010-09-30,47214239.74,313203.53,357226.9,76379632.03
10,2010-12-31,97880447.33,4001422.46,3832468.48,151867806.29
10,2011-03-31,6617804.9,-4878013.94,-4966039.56,11898894.24
10,2011-06-30,19285876.95,-6406857.8,-6905177.03,31383660.09
10,2011-09-30,49478999.3,1558700.44,1789181.3,79951750.95
10,2011-12-31,118438379.16,5979396.35,8365444.07,184058441.12
10,2012-03-31,9615175.34,-3702672.17,-4020017.77,17418292.48
10,2012-06-30,27321860.68,-4236802.14,-4649039.25,45250940.01
10,2012-09-30,44760178.84,-9068985.61,-9778290.57,70912364.71
10,2012-12-31,123655874.29,3288571.06,3593386.51,188168272.25
10,2013-03-31,39965866.72,1820114.53,-316533.14,63919641.12
10,2013-06-30,93523357.74,719691.69,4160857.55,139088793.59
10,2013-09-30,142726009.91,1735839.82,3714969.84,211498888.34
10,2013-12-31,251290229.75,11816912.62,3810759.8,362384421.77
10,2014-03-31,32374211.4,-5950422.19,-6277346.75,39387420
10,2014-06-30,86320037.97,-6127237.88,-7199268.54,107139493.99
10,2014-09-30,102160941.64,-13161603.51,-14149355.94,130975771.74
10,2014-12-31,189319056.58,-51507526.74,-75318345.8,230299675.35
10,2015-03-31,128999597.3,1638176.05,-2582574.01,152944871.77
10,2015-06-30,347334098.85,10898914.74,943912.1,406067268.56
10,2015-09-30,463112718.39,13127617.21,1998049.66,547842794.67
10,2015-12-31,757157903.09,25664966.69,32447064.91,957379300.71
10,2016-03-31,88704612.89,-36366537.24,-33163794.97,121254638.15
10,2016-06-30,404178511.25,42423008.16,25782153.1,560878292.08
10,2016-09-30,508085253.75,42619602.67,21208658.43,708031859.8
10,2016-12-31,763265747.19,70220993.69,38935297.02,1053529409.92
10,2017-03-31,81483088.15,-29217130.09,-25661183.72,105001149
10,2017-06-30,202550728.12,-51346433.91,-46079064.82,273395408.2
10,2017-09-30,450111798.55,28774722.33,11966430.25,639998758.73
10,2017-12-31,719481054.51,-1053917896.87,-1062479034.73,757885725.53
10,2018-03-31,73571352.71,-46913246.38,-46917605.82,80987934.76
11,2008-03-31,44955436.9,-2761556.21,-5031278.25,69197447.08
11,2008-06-30,94294488.92,-20035240.3,-3120802.16,136455256.05
11,2008-09-30,139933890.54,-32105614.22,-12794987.83,200092541.04
11,2008-12-31,339569377.34,41193198.72,9833936.59,623465139.63
11,2009-03-31,73047028.27,22585669.71,18477765.64,131156469.72
11,2009-06-30,251443084.02,134711728.4,106297227.83,536738584.88
11,2009-09-30,355041716.72,197153098.54,160281578.11,758785069.84
11,2009-12-31,431856954.6,130921541.68,96934287.02,845366939.69
11,2010-03-31,56831611.01,578161.13,2839794.18,83097068.04
11,2010-06-30,484094910.86,146552962.57,126752423.52,697428583.67
11,2010-09-30,576782431.01,158715609.3,135254986.97,835716532.43
11,2010-12-31,673496987.55,194879101.67,174998534.79,993175350.38
11,2011-03-31,266881637.62,376435452.68,284605173.95,977257810.34
11,2011-06-30,368383008.24,398072511.56,301444084.1,1155786058.07
11,2011-09-30,450139868.44,404357749.78,306477330.11,1291820059.77
11,2011-12-31,568646701.95,344094956.18,260045897.13,1430211933.75
11,2012-03-31,83328784.36,5960350.76,5460610.06,122683018.94
11,2012-06-30,392039759.24,126321889.5,98086307.99,624520270.29
11,2012-09-30,556100440.83,226298215.52,174644758.87,1041304227.34
11,2012-12-31,841932253.07,485398217.53,374822152.41,1861298830.99
11,2013-03-31,349454161.89,312522985.85,236360598.97,876432175.84
11,2013-06-30,553178605.8,459097602.74,353600992.81,1348194107.29
11,2013-09-30,635617538.27,463134843.06,356260816.78,1481738491.87
11,2013-12-31,744847455.76,423586268.67,300840563.81,1619227227.6
11,2014-03-31,99128200.24,37243086.06,27725441.51,194462902.01
11,2014-06-30,230835231.01,144029684.7,112074537.49,501367559.78
11,2014-09-30,381853260.32,413503762.77,323125436.68,812558050.45
11,2014-12-31,520485126.2,574747513.98,417498679.91,1268451451.86
11,2015-03-31,96780815.07,1979627.71,356364.92,135271193.34
11,2015-06-30,199054160.59,43061675.48,31162831.74,338761310.39
11,2015-09-30,407079845.48,63777896.95,46455800.37,636050308.12
11,2015-12-31,648572894.1,47649314.57,156819966.71,1077418500.93
11,2016-03-31,152504124.12,-200032.72,577026.01,196079291.87
11,2016-06-30,295007821.86,-3421102.04,-5248704.63,372057479.96
11,2016-09-30,425159240.17,-6828530.21,-7202485.59,529718717.13
11,2016-12-31,872534223.43,494699431.49,354857241.74,2059204077.18
11,2017-03-31,262456401.41,401207167.82,301597814.36,1038683462.42
11,2017-06-30,498581168.93,473274677.36,364355770.43,1317146732.43
11,2017-09-30,1420061473.1,752350981.91,576166646.75,2652727809.6
11,2017-12-31,1627867905.64,832705476.1,622962734.37,2904690690.53
11,2018-03-31,465535043.55,70859017.17,53456824.88,544366414.09
12,2008-03-31,659316598,246521833,226019311,977195129
12,2008-06-30,1442974922,492616293,459690780,2131777092
12,2008-09-30,2247861748,642390541,613800070,3274186451
12,2008-12-31,2994468398,465506129,500231812,4273375853
12,2009-03-31,638540611,70494741,69448714,869353956
12,2009-06-30,1419088769,298102608,288976362,2065547379
12,2009-09-30,2345420473,664550807,630055992,3547329604
12,2009-12-31,3435574687,1072791061,914609491,5279100133
12,2010-03-31,992931608,378815098,332714626,1556783199
12,2010-06-30,2205963565,801975031,701678616,3405068004
12,2010-09-30,3549997367,1316924242,1144782522,5478698571
12,2010-12-31,4943639993,1833110220,1596958348,7743941694
12,2011-03-31,1335994033,516018257,450734031,2095159077
12,2011-06-30,2876324402,1066991954,918787433,4438534102
12,2011-09-30,4322413812,1426874501,1231968418,6506284578
12,2011-12-31,5664562540,1501575318,1337516285,8270731730
12,2012-03-31,1230892680,112543527,143684132,1523060818
12,2012-06-30,2638127535,270973574,294008045,3345250485
12,2012-09-30,4098220248,479355432,478856414,5293059949
12,2012-12-31,5355802923,346468365,369806756,6994358029
12,2013-03-31,1050719953,150956891,129692741,1456792882
12,2013-06-30,2514678053,485662350,411830510,3536965783
12,2013-09-30,3985245701,838995578,728650042,5651645278
12,2013-12-31,5501300657,1870607636,1675314397,7733796114
12,2014-03-31,1101922703,145096804,133187083,1482894670
12,2014-06-30,2438593004,622510836,617196948,3262681672
12,2014-09-30,3855756514,791902989,780126104,5148947434
12,2014-12-31,5323219390,813964641,857464732,7044502645
12,2015-03-31,1219078366,72117791,89811307,1539206800
12,2015-06-30,2646020710,150992628,220596420,3323039502
12,2015-09-30,4275331059,340129381,408952566,5377129947
12,2015-12-31,5824792630,616930420,639832667,7430889111
12,2016-03-31,1436818441,217401231,204835467,1949421848
12,2016-06-30,3076818503,493767750,465301322,4228165642
12,2016-09-30,4730036597,759367082,718660205,6522141590
12,2016-12-31,6562214373,863174896,804226524,8974083407
12,2017-03-31,1743968864,183099758,176240910,2284820940
12,2017-06-30,3737514462,465370065,400214048,4944337861
12,2017-09-30,5829092727,799550212,721822345,7790908397
12,2017-12-31,8216358372,980696575,828636035,10879400746
12,2018-03-31,1983212565,186237806,159024516,2629471994
14,2008-03-31,3781212.51,-12733097.75,-12732729.11,8033313.16
14,2008-06-30,11030714.67,-26003314.46,-26791563.22,20972217.08
14,2008-09-30,14514553.7,-45432367.97,-45584596.93,26961455.23
14,2008-12-31,121041249.69,61026979.7,43649562.04,312132092.2
14,2009-03-31,27359478.35,-3256715.97,-3699249.64,53385849.97
14,2009-06-30,168365445.68,41674121.57,31320336.01,323614033.67
14,2009-09-30,221898125,90282100.39,69188193.37,470992766.87
14,2009-12-31,345694583.12,101492273.53,79400609.62,693897549.17
14,2010-03-31,145643243.68,90440672.12,69281680.9,324264617.68
14,2010-06-30,191593125.47,90296975.47,68382958.79,405060564.94
14,2010-09-30,207576379.67,71426960.05,52400814.4,429559111.03
14,2010-12-31,427503205.96,98399364.82,77617075.01,735195751.46
14,2011-03-31,24959351,-2802443.36,-6894722.5,48554201.49
14,2011-06-30,99722243.45,18553102.33,10914797.9,177284023.32
14,2011-09-30,114986253.95,29930618.8,22740187.87,228800599.69
14,2011-12-31,182431790.69,74814282.08,62616367.69,399837689.4
14,2012-03-31,15356476.28,144793.31,-971588.62,44621802
14,2012-06-30,31883266.1,-7630775.77,-8598711.13,81354252
14,2012-09-30,47785505.26,-14800386.47,-15438724.22,117196093.99
14,2012-12-31,229714587.12,41679673.29,33175060.06,421309533.93
14,2013-03-31,100273039.8,5016740.05,613344.18,143882123.88
14,2013-06-30,165274738.51,8316449.46,-3519817.32,249893025.99
14,2013-09-30,237087214.35,10651939.25,-6131482.63,364712728.86
14,2013-12-31,337711070.24,47648816.76,35207822.82,563950315.71
14,2014-03-31,21678949.72,29504256.38,29170778.15,86883298.47
14,2014-06-30,75669749,40814875.15,29610651.39,192185388.44
14,2014-09-30,120374453.56,25126250.79,18024318.01,262546943.97
14,2014-12-31,240844899.41,84576010.14,62783265.02,511815321.4
14,2015-03-31,21891225.52,-7825044.32,585063.47,36319283.18
14,2015-06-30,128388413.34,-5222667.15,15478379.9,184035355.36
14,2015-09-30,153570622.75,-16830789.17,-573848.34,224558590.41
14,2015-12-31,237187952.66,51889412.13,53410757.37,413213720.92
14,2016-03-31,23443971.42,-11559149.62,-4838973.91,32351799.8
14,2016-06-30,98184449.25,-23071004.65,-10361687.31,122517432.24
14,2016-09-30,140313316.05,-36675563.09,-18076850.08,171840423.63
14,2016-12-31,490984758.46,22875871.73,29112707.54,620757228.92
14,2017-03-31,84829970.67,-8445086.73,-3387241.85,97039586.71
14,2017-06-30,257363634.99,-2855031.07,4269151.9,302300164.48
14,2017-09-30,362018496.56,-5260313.29,5772978.1,428409333.98
14,2017-12-31,414004454.48,-309596.68,10988209.58,513141023.37
14,2018-03-31,50853083.81,-1876492.08,3195193.94,67735965.8
17,2008-03-31,46728919.74,-4717593.59,3760110.01,47875185.83
17,2008-06-30,107134404.03,-11846915.08,-4286665.48,111109918.15
17,2008-09-30,203635797.52,12524126.24,20483216.14,212266079.84
17,2008-12-31,262279584.11,-71709140.99,-44489780,274202840.48
17,2009-03-31,50626053.58,-29558962.07,-29522267.28,52824020.96
17,2009-06-30,106593086.7,-56735729.52,-56402631.25,112494583.85
17,2009-09-30,188479330.42,-83763864.85,-74008928.79,198415641.9
17,2009-12-31,248699643.75,-117738892.27,-106160775.9,260908108.82
17,2010-03-31,46681090.46,-28905319.28,-28845174.18,49006540.55
17,2010-06-30,114045625.35,-52431969.81,-51663487.04,120622786.14
17,2010-09-30,207129215.71,-65226233.32,-61395650.44,220304009.08
17,2010-12-31,280127985.48,-75353838,64477414.44,299027279.43
17,2011-03-31,51568797.11,-12246139.53,-12150753.18,55263134.64
17,2011-06-30,126708502.29,-21589373.9,26213055.39,136537595.25
17,2011-09-30,214702620.88,-25807506.72,21882997.47,231123003.96
17,2011-12-31,297448254.06,-24930672.81,39720901.46,321043570.34
17,2012-03-31,36725622.06,-15768650.1,-15778280.1,41879893.15
17,2012-06-30,101210241.57,-33356313.42,-33298056.19,113186086.2
17,2012-09-30,178651546.25,-48166223.49,-48148041.5,198705238.09
17,2012-12-31,264281195.19,-55201230.3,-52126619.65,292827026.55
17,2013-03-31,33710828.17,-26591708.65,-26597299.65,39478142.34
17,2013-06-30,92139173.51,-29322042.16,-29280987.16,104903520.59
17,2013-09-30,177651548.02,-26994572.56,-26958878.98,200227908.32
17,2013-12-31,243225629.45,7798389.34,1575858760.02,271111736.07
17,2014-03-31,25333137.63,-1328406.57,433872.32,26457065.59
17,2014-06-30,80326800.62,-1728551.24,2361066.88,85666634.4
17,2014-09-30,150360289,-2447211.19,4104297.9,161951441.78
17,2014-12-31,198964665.65,-6727454.97,5782999.18,212070585.77
17,2015-03-31,20695316.29,501286.09,395417.51,22326412.71
17,2015-06-30,69992522.11,788437.65,592576.86,76536800.68
17,2015-09-30,128914415.77,1014676.17,791365.58,139328236.82
17,2015-12-31,159399271.88,-380520.72,-105928.77,170990030.1
17,2016-03-31,20231383,118513.61,212639.77,21999259.18
17,2016-06-30,60321233.37,374245.97,518931.58,65774013.33
17,2016-09-30,108398018.87,3362745.5,2908599.64,119949590.9
17,2016-12-31,126243374.59,4213917.39,3891579.73,141970520.8
17,2017-03-31,20669393.5,365068.55,358045.98,23303201.13
17,2017-06-30,45686272.83,-2407346.98,-2127265.81,48929676.27
17,2017-09-30,88806188.47,-2001627.98,-1612794.67,95516858.66
17,2017-12-31,124027332.26,1813317.84,1579159.47,137490597.69
17,2018-03-31,22815921.16,235561.77,203628.16,24732886.83
18,2008-03-31,12208985,-2173453,-2327017,14340683
18,2008-06-30,29929555,-4418876,-4452871,30760857
18,2008-09-30,35595169,-9751527,-9820198,39462608
18,2008-12-31,41341329,-26089064,-26057341,46881258
18,2009-03-31,4404659,-1848453,-1846334,6445026
18,2009-06-30,11614318,-1376856,-1358103,12487503
18,2009-09-30,20238958,-469091,-431591,20176605
18,2009-12-31,22624986,11905069,11713331,27517759
18,2010-03-31,1625230,-3543478,-3543538,1924354
18,2010-06-30,2360424,5365210,5364951,5280588
18,2010-09-30,3188566,6296885,6296025,7521544
18,2010-12-31,4323089,2328181,2370935,9351110
18,2011-03-31,1761091,-4165220,-4156754,3169625
18,2011-06-30,2331440,-8268334,-8261438,5528810
18,2011-09-30,3547980,-12329302,-12322473,7992076
18,2011-12-31,4269140,-17466634,-17423512,9850484
18,2012-03-31,1087742,-238285,-233111,2500956
18,2012-06-30,2199834,-1234684,-4187136,5019787
18,2012-09-30,2871722,-3196941,-6150254,7273861
18,2012-12-31,5413356,264217,-247331,11095669
18,2013-03-31,948594,-2645703,-2662785,2430392
18,2013-06-30,2073313,-1708492,-4123606,4990626
18,2013-09-30,2636266,-2237596,-531410,7580884
18,2013-12-31,9461003,8445604,7849904,26998990
18,2014-03-31,724283,-1144673,-1144673,2432585
18,2014-06-30,1446029,740248,738330,5077451
18,2014-09-30,1666771847.04,175035435.79,130526293.56,2020135677.89
18,2014-12-31,3760752,3433977,4287196,11015403
18,2015-03-31,720960,-390827,-390827,3017384
18,2015-06-30,1690684183.21,226163649.89,165342341.12,2081209219.16
18,2015-09-30,2344122874.48,324124581.43,242510558.82,2916615389.84
18,2015-12-31,3165027185.66,431436691.98,346103140.68,4010358999.58
18,2016-03-31,725086112.57,94854920.2,75979288.1,924667155.55
18,2016-06-30,1460727131.33,213063051.16,201577648.33,1953574755.51
18,2016-09-30,2452777768.51,338016528.82,302152708.84,3233597223.19
18,2016-12-31,3459377744.66,555932820.72,472092894.95,4664999117.17
18,2017-03-31,792699521,124548550.63,99244036.28,1059865573.83
18,2017-06-30,2319598615.76,331347066.35,279471430.55,3025082356.8
18,2017-09-30,3657257165.36,500815653.72,423913305.5,4685207526.32
18,2017-12-31,4886354499.66,507863179.08,384046026.83,6497124980.52
18,2018-03-31,694723215.49,66653339.55,218782564.96,923442740.92
21,2008-03-31,3837707377.23,75188403.78,70579151.67,3940390944.31
21,2008-06-30,7587113120.81,188959748.14,167716199.91,7902281300.5
21,2008-09-30,11441478055.24,285558058.64,255702608.26,11898106782.26
21,2008-12-31,14507505146.62,306972310.62,330752773.15,15109065833.71
21,2009-03-31,1901591693.72,46380025.75,40342835.74,1974397742.55
21,2009-06-30,4563923734.57,107882216.97,95197015.67,4747566417.01
21,2009-09-30,8371213903.89,188716958.66,162949473.42,8690533768.94
21,2009-12-31,12915023249.21,305541924.57,265936519.33,13405312857.43
21,2010-03-31,5131839143.48,87636197.93,80086407.91,5260880666.52
21,2010-06-30,10007112977.93,207845958.95,188639908.29,10264548091.32
21,2010-09-30,15759641009.84,299047522.24,267885841.12,16145041193.26
21,2010-12-31,20265439425.99,417522755.98,356341820.03,20771541038.17
21,2011-03-31,4877063639.34,45455837.41,36451252.55,4984177657.37
21,2011-06-30,9226167019.12,117884881.9,97168313.77,9462549202.09
21,2011-09-30,13875131857.17,200668433.21,166555329.95,14256788664.54
21,2011-12-31,18121208305.85,252460003.28,220142571.97,18630380585.04
21,2012-03-31,3945243408.2,36507957.03,29087592.54,4038686708.47
21,2012-06-30,8217945077.82,56725533.6,38661445.82,8423092134.06
21,2012-09-30,12138685675.66,31097625.86,23670837.07,12380281593.68
21,2012-12-31,15983574166.01,53286912.59,8452148.48,16399516862.92
